data	label
@USER @USER Republicans will never admit there is a #deepstate because they are part of the #deepstate! Who really runs DC? Federal Employees &amp; Appointees most of which are Liberals/Leftists. Politicians come &amp; go...they are there for LIFE! URL #MAGA #rnc #gop #foxnews	NOT
@USER @USER Like how the NRA is biased against gun control. 🤯	NOT
@USER @USER @USER He is cute  :)	NOT
@USER @USER @USER Exactly. I haven’t watched in two years and I refuse to. As a former @USER fan I think Jerry Jones is a disgrace to the people who have helped make him as rich as he is.	OFF
@USER @USER NOW is the time to begin scheduling SUNDAY COLLEGE football games! You can push these America-phobes and police haters right off the ratings cliff!  #NCAAonSundays!!	NOT
@USER The only deep disgrace and abuse of rights is your existence in relativity.  Even the generation before mine knows who you are RAE.  Low life opportunist. Government over people. Suck a liberal dick you alt left Nazi!	OFF
@USER @USER It makes my skin crawl just looking at this woman - Theresa May is a liability to our nation and @USER and must be removed ASAP	OFF
@USER @USER @USER What do you think 'gun control' is all about then? It cannot be about saving lives because it has been proven over and over again that the only sure way to protect people from bad guys with guns is having good guys with guns to fend them off!	NOT
@USER Enough said ... URL	NOT
@USER Its amazing that these DemoRats are elected to any public office! Their total disregard of the US Constitution and due process is abhorrent. They hung this woman out to dry and the woman refuses to come foward and its the Conservatives fault	OFF
@USER @USER Don't be surprised when Libertarians win in local and state levels. People are getting sick and tired of both sides with empty promises.	NOT
"@USER @USER @USER @USER @USER @USER @USER @USER @USER And by the way - You're response is a perfect example of Liberal Deflection. MOPE, def. be dejected and apathetic"". Exactly what Liberals have been since Clinton lost."""	NOT
@USER It does?	NOT
@USER @USER Why are you wasting time replying on twitter (trolling) on behalf of people making under that amount?  Seems like someone is just a propaganda pusher...or likes gloating to other #MAGA's that they got screwed by Trump. URL	OFF
HOUSEHOLD NET WORTH: $107 TRILLION   URL   #MAGA	NOT
@USER Ya take advantage of the monuments standing stately around our nation because if the liberals continue they will be no more	NOT
@USER @USER @USER @USER do you like/love Louis Farrakhan because he is a racist or an anti Semite? Which one?	OFF
@USER 100% he is the Messi of goalkeeping GOAT	OFF
McCabe and Mr. Mueller - Unindicted Co-Conspirators in Anti-Trump Coup - American Thinker URL   #MAGA #PJNET #TrumpTrain #LockHerUp #Comey #Comygate #ComeyShouldBeIndicted URL TW115	NOT
"@USER @USER #MAGA ... oh ... And FvKK YOU!  Judge Kavanaugh's no more ambitious"" than some old MuttaFuttah like you who's been in GD Senate for the past millenium."""	OFF
@USER @USER @USER @USER where did you get that Kavanaugh doesn't want an investigation?   CNN?	NOT
@USER @USER FINALLY! Smaller more cost effective government! Thank you Conservatives!	NOT
@USER @USER It’s funny what you conservatives consider “facts” URL	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It never gets further that the Caymans But I want to know what gives Boris the right to spunk £45m on a folly of a bridge that wasn’t built Where is the money And what relation to him were the people who were paid it And why are they all now abroad No lnvestigation iniated Why	OFF
@USER @USER @USER @USER @USER He is a malignant narcissist.	OFF
@USER @USER @USER Maybe the Trumpies will call for Gun Control after this.	NOT
@USER @USER @USER You are not going to get it. Grow up.	NOT
"1/ Party Conference is a good time to remind Parties, particularly the governing party @USER what their mandate actually is and what it is not.  What exactly is the will of the people"" on #Brexit ?"""	NOT
@USER @USER Soo Sweet!! Eliza you are amazing you opened her up she is too cute and Eliza your a beautiful soul💕	NOT
@USER It’s your opinion but mine is he is the best in the country	NOT
@USER @USER @USER @USER @USER She is so calm &amp; patient. That’s great..keep it up. Don’t mind people bc everyone has their own viewpoints on each aspects of life.	OFF
@USER @USER He is a godless heathen @USER	NOT
@USER The Liberals opposing liberalism? 🤷‍♀️ URL	NOT
@USER Carrey is truly mentally ill.  He’s completely disturbed with no concept of reality.	NOT
@USER @USER Debate moving on to the streets is a side effect of media/MPs failing to address questions they need to answer &amp; the violence frequently stems from the thuggish #antifa mobs who oppose these issues being aired. What are your answers to questions here? URL	NOT
@USER Principled conservatives are #Hypocrickets	NOT
@USER @USER Guy if you can't explain yourself after a day that's a good indication youre talking shit	OFF
@USER God help us. Please get out and vote!	NOT
@USER @USER #labour and @USER can’t commit to ruling out a second referendum as he is trying to be a people pleaser &amp; win every possible vote he could get and positioning themselves either way like @USER would not go down well with some voters #conservatives #bbcqt #brexit #eu	NOT
@USER @USER @USER Farrakhan has refered to white people as Blue eyed devils. Will not even repeat what he has said about Jews. He is anti-Semitic.	OFF
@USER @USER #Nazis. We told you.   Join #Antifa!	NOT
3) This is why our politicians must act on strict gun control and robust support for mental health care. Any solution based on fear or greed is simply a fallacy.  Thanks @USER @USER @USER for taking these matters seriously.	NOT
@USER @USER Keep up the great work Cory! You are today’s hero. Not the Op-Ed author who should have invoked the 25th.	NOT
@USER @USER @USER @USER @USER @USER Perhaps asking Miss Rao directly would be a start? Manners Isaac.	NOT
@USER @USER Antifa Slim is obsessed with Trump.	NOT
@USER @USER @USER @USER @USER @USER She is being realistic tho URL	NOT
@USER @USER @USER She was so freaking happy when she got her 'No' from Kavanaugh. I seriously hope she has him for perjury or at least can force recusal.  Either way she is an immensely elegant speaker cut from the same cloth as Obama who I badly want to run in 2020.	NOT
@USER When you said you are gonna add them but u didn’t already 😂😂 URL	NOT
@USER Let that sink in liberals URL	NOT
@USER @USER At times this all seems fake and made up. It does to me anyway because its not being disguised in any way. There blatant hatred shows he is the enemy or something. Who really knows. Assumptions can be made from across the isle and from fringe and alternative news and media.	NOT
@USER OMG HE IS SO EXTRA ILY	NOT
@USER @USER @USER @USER @USER Amazing what a good leader can do  ......wising up Ontario .....does a lot for your image.....instead of being .... Losing Liberals	NOT
@USER @USER @USER No proof. Nor does the complaint ever intend to get us some. You have a woman who been an Democratic activist supporting in donations. Also in her time wearing her pink hats in Wash in 2016. As well as helping ANTIFA. Who high school year book has been scrubbed off the internet	NOT
@USER You would. Can't fix stupid.  #MAGA #QAnon #ThursdayThoughts #DrainTheDeepState #ThankfulThursday #WWG1WGA #WalkAway	OFF
@USER What the fuck is wrong with you?	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So you admit that you are a h1ndu?	NOT
@USER Hollywood drone!	NOT
@USER You are the cup holder.	NOT
@USER What bothers me is how Conservatives in unison attack women who seek justice.	NOT
@USER @USER @USER It is metallic color. Tomorrow I go to get it😇 It was my birthday gift😂	NOT
54% of Americans say the nation is on the wrong track. 🇺🇸 URL URL	NOT
@USER KKK and ANTIFA both hate groups created by the Democrats	OFF
@USER @USER @USER @USER Obama will be remembered as the man that destroy libya. Imagine if mi6 or cia give blm or antifa guns and wages war vs trump. Then they control the msm and say trump use chemical weapon to legalize their coup. The blood is on obama hand.	OFF
"@USER @USER @USER the Free press""??? You mean mainstream corporate media??? You ought to look into what you are speaking of. I come from a line of journalists and printers that were and are an integral part of truly free press. WE are not shutting down speech, the LEFT is. Antifa. @USER"	NOT
@USER @USER Well i was born in “69” Dude!! URL	NOT
@USER EVERYONE should know about this.  It's about time we called out these violent liberals that have gone so far off the deep end.	OFF
Lying to the FBI is a crime @USER @USER @USER @USER @USER @USER @USER #MAGA #MAGAts URL	NOT
@USER Are #LEOs okay with their home addresses being passed out to any antifa who attend a few DSA meets?	NOT
@USER BACK OFFF HE IS MY BEAN	NOT
@USER @USER As I’m sure he is advising everyone must evacuate 🙄	NOT
8/ . Liberals Just Pull Kavanaugh....the next guy will be fine  Me: You Democrats are so obvious. You are gonna smear everybody and call them a rapist. URL	NOT
@USER Christians been thinking women lie SINCE EVE and the start of Christianity....Conservatives just give it legislative and judical teeth to oppress women in the modern age.... #Kavanaugh  #KavanaughConfirmation  #metoo URL	NOT
"#wisdomwednesday  - Forgiveness says you are given another chance for a new beginning"". @USER  Pray with forgiveness in your heart and you can guarantee an answer to… URL"	NOT
*sings slowly* “I just want to see how beautiful you are.” 💓	NOT
@USER What a cool guy he is URL	NOT
@USER The liberals sure are walking a VERY dangerous line.	OFF
@USER I honestly hope games get to the point where our Consciousness gets ported to the game world itself.  Just imagine the worlds of the Elder Scrolls and Fallout like that where you are truly that character now and not just someone looking at screen.	NOT
@USER @USER The fake and bake twins!	NOT
@USER She is so smart.	NOT
@USER @USER Jesus she is the evilest of cunts	OFF
@USER om ah BITCH lol i love you domo 💖	OFF
@USER FASCIST LEFT ARE EVERYWHERE. We must crush them; boycotts work folks.	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Got you Joseph always happy to follow like minded Patriots 😀but pls follow back!	NOT
Our only option to                     SAVE our Country...            ♥️🇺🇸⭐️🇺🇸⭐️🇺🇸♥️  Is to NEVER stop                      FIGHTING for her...           ♥️ Vote MAGA Red ♥️ URL	NOT
"@USER George Constanza once famously said, if you believe it to be true, it's not a lie Jerry"".....in this situation you could have someone believe that they are the hero by stopping a Conservative appointment.  That's how the liberals justify everything bad they do including violence"""	NOT
"@USER And the brainless #DEMS wants us to believe that he doesn't have the majority. Liberals is just like their leaders"" the corrupts #Obama and #CrookedHillary both are real bad losers #MAGA #TRUMP"""	OFF
@USER @USER @USER They aren’t making fun of the woman. They are making fun of the liberals supporting barbaric tradition of covering a woman’s body with a garbage bag because men might be inclined to rape them at any given moment.	OFF
@USER Another Fraud Senator from the Left!!!	OFF
@USER @USER Is the vulgar Antifa creep TRYING to look like a woman..or is it that he just can't HELP IT?	OFF
@USER But partisan moves are the daily norm for the likes of Mitch McConnell. Yet somehow he still hangs on to his job and has the respect of conservatives across the country. This is why women are so afraid to stand up and say they were assaulted. We are part of the problem.	NOT
"@USER The comments that we should pity her because she is obviously not mentally well piss me off to no extent. If a POC did this they would not be concerned"" about their mental well being."""	NOT
@USER @USER You sound like the NRA saying it’s too soon to talk about gun control. If they were close to car as u say they would have seen the perp. Stop making excuses. The CHILD is the victim here.   If there are ppl who don’t know—  Parents:NEVER leave ur child unattended in a car. EVER.	NOT
@USER @USER @USER @USER @USER @USER Yes he is	NOT
@USER @USER @USER @USER @USER @USER @USER @USER So you're saying Antifa should have never oppressed the Nazis... gotcha.	NOT
@USER Her products cause dandruff? KC you are the one😂😂😂😂😂😂😂😂😂	NOT
@USER @USER @USER Yes you are correct and I don’t get what they see in him either. I’m just thankful he’s no longer in office.	NOT
@USER @USER At least she’s now getting laughed at. URL	NOT
@USER @USER She thought she would be low profile and help the Dem party get rid of Kavanaugh and she could remain anonymous. She most likely was promised this by the party. Now that she can be charged with perjury she will continue with playing a victim. She is not. Lying is a can of worms.	OFF
@USER @USER @USER @USER My wife is from the USA. All my inlaws are thrilled with Trump and the conservatives winning the PC war.	NOT
@USER He is too cute.	NOT
@USER @USER @USER @USER if you are really concerned about anti-semitism in our society why have you both not condemned both The Tory Party &amp; The Lib Dems for not yet adopting the IHRA? @USER @USER @USER @USER	NOT
@USER @USER and that is why he is trying to end Obamacare so that only a priveledged few can benifit.  But his tax cuts are killing us anyway. URL	NOT
#Florida ! Watch this group.  URL URL	NOT
So now someone has to photoshop a pic of Toad in a MAGA cap with a confederate flag on his kart.	NOT
@USER @USER I have 4 great sons &amp; 4 great brothers who don't go around like liberal ANTIFA with their KKK hoods beating up strangers they know nothing about.  I will go with the year of the brave people who would never belong to the most violent party of democrats!	NOT
@USER Fiona Hill.	NOT
@USER @USER @USER @USER @USER I love how liberals call people names because that's all they have. How does he deserve to be called a dirt ball?	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Love it trump wanted to do something liberals and Democrats just talk and have hearing	NOT
@USER These people are absolutely insane! Liberals have been attacking white men for years and it is getting worse. The path they are pushing for will create another civil war which there will not be a recovery AND they are too damn stupid to see that.	OFF
@USER @USER Wow more Salinsky tactics	NOT
@USER The whole of the media in this country sets out to discredit Tommy and you decide to write a criticism about him as well. Pathetic. We know he has his faults no-one is perfect but save your attacks for the likes of Corbyn and Antifa. If you don't like Tommy stay away from him!	NOT
@USER She is going to pull it out of her A-crooked-letter-crooked-letter.	NOT
@USER @USER YAY - AWESOME 🇺🇸♥️😎👈👍MAGA🇺🇸♥️🇺🇸RepPowerVote♥️🇺🇸strengthened by PowerPrayers🇺🇸👍Red Tsunami♥️	NOT
@USER As if Conservatives didn't hate Sesame St enough	OFF
@USER @USER GET OUT OF MY MENTIONS (i stand corrected)	NOT
4 Dead In Mass Shooting At Fifth Third Bank Building In Downtown Cincinnati | TIME - TIME URL via @USER WANT GUN CONTROL LEGISLATION? VOTE BLUE	NOT
@USER Another terrorist brought in by obumer!	OFF
.@USER They both want you to believe in yourself and to do your own research to discover the truth. They want people to see 100% of the big picture (not just the 50% found on #FakeNews that leads people into their echo chambers). #Censorship of #Conservatives is a bad idea! URL	NOT
@USER What about @USER ?  You and your antifa son are keeping your trap shut about that.	NOT
@USER @USER @USER I think you have nailed it. She doesn't want to be under oath.#MAGA	NOT
@USER Doubt he is losing much sleep over it. The guy has been a busted flush for 30 years	OFF
@USER Cannibals liberal style.	NOT
@USER Who would buy a book written by such a total classless Porn star! I’ll tell you who Democrats and liberals	OFF
"@USER @USER @USER @USER @USER @USER @USER @USER @USER removable magazines are still a problem, but limiting high cap mags is another bit of the gun control legislation that will be needed to curb the health problem"" we have in this country."""	NOT
@USER vs Antifa. I know who my money’s on. But seriously this is such a stupid thing to do. URL	OFF
@USER shit ain’t gone work bruh URL	OFF
@USER @USER @USER @USER Somehow I doubt that statistic you just made up in your head. URL	OFF
@USER He’s talking as though Pres. Trump if failing at every turn. Actuality is totally opposite. Get a grip you fool!	OFF
"@USER Looking at her lawyer I bet she is really into IT"" already!"""	NOT
@USER @USER @USER Are you serious. Man you’re an idiot! He is the most hateful scum on earth.	OFF
@USER @USER @USER Awesome tweet. You bring out the best in people and you are appreciated. Thanks for yesterday's many live updates  and live coverage and that was just one news story!	NOT
@USER Be like Haiti and Obama and Clinton	NOT
@USER @USER Enjoying this Williams &amp; PC crowd tantrum. Karma.	NOT
@USER @USER Wrong. @USER was a enthusiastic architect of devastating austerity along with the Tory's. The @USER did not have to abandon every principle they supposedly had to the @USER they could have let Cameron run a minority Government (as dId SNP) but CHOSE not to	NOT
@USER @USER Attention lefties demanding gun control. Most of these shooters are left wing. You don't get to shoot congressman and create violent chos and then demand we normal people disarm.	OFF
@USER @USER @USER If you are the type of iphone user who loves taking pictures etc then go for the 256gb	NOT
@USER @USER He was a drunk driver that wrecked and injured a person then fled the scene of the crime! Hit and run.. should fit right in with leftists socialists antifa democrats!	OFF
@USER @USER Ezra is a cockroach who needs to have light shone on.	OFF
@USER It is all about bs ☝Think there any more idiot tham the liberals.	OFF
@USER boy you sleeeeeeepppp 😭😭 ass be ret on Pansy or Bailey tonight 😂😂😌	NOT
@USER ANTIFA seems to taking a vacation too. But watch out after the election. I’d like to think they’ve all gone back to school.	NOT
@USER She is the scuttlebutt queen	NOT
@USER Just came here from the video and man am I discusted by greg seriously he is taking advantage of his sons fame.........f*%k greg.....🔥	NOT
@USER @USER I will get on my knees and thank God that people love America.	NOT
@USER @USER @USER Completely agree. I grew up around guns and there are plenty of responsible gun owners who fully support strict gun control laws. I’m absolutely one of them.	NOT
@USER @USER I don't trust @USER	NOT
@USER He is irrelevant	NOT
@USER @USER @USER @USER Excellent point which is why so  many will not understand the deep emotion and pain behind @USER words. She was defending her character. She is not a cheater and would not allow someone to allude that she was. The game violation at that point in the match was unreal.	NOT
Broke my toe on my second day in maga.	NOT
@USER @USER You mean you didn’t see AntiFa there?	NOT
@USER Always allege that she is a poor girl and with tenacity and efforts win over this position for future congresswoman ...if she win.	NOT
#StaffPick: 'A human rights crisis': US accused of failing to protect citizens from gun violence URL	NOT
@USER . She is my life saver❤. URL	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER You mean like all the Liberals screaming at a SC nomination hearing? That kind of clown show? So tell me since when do accusers get to make demands? This isn't a university misandry board of injustice.	OFF
@USER @USER @USER Cops rarely got shot in countries with gun control	OFF
@USER Go with meeeeeeee	NOT
"@USER What is my fucking problem? Really?""  —Jason denys a couple of times. He does not want to behave like an idiot / not again / but he's worried about her.  ""Where is Dick or Bruce? Are not they with you in this?"""""	OFF
@USER Sure - but lots of folk aren't actually liberals but do want a sensible Tory/Labour party to vote for. They're not well served by our political system atm	NOT
@USER Gee I wonder why? Thank you Trudeau/Butts/Telford for killing Ontario's auto industry. Using Trump Derangement Syndrome fed by our deranged MSM to try to win the next election. Zero seats for Liberals! Defund the CBC!	NOT
@USER @USER @USER So she is protesting blasphemy by tearing religious book of a religion that doesn't have concept of blasphemy? #Genius	NOT
@USER you couldn’t catch me letting some saggy whitey bitch talkin like this to me 😫 bitch eat dirt	OFF
#RedWave a coming!! That's ok tho. No conservative will harm you b/c of your political ideals.  Cant say the same for liberals tho. Liberals can be vile and nasty to opposing views. URL	OFF
@USER @USER Silly Joe! I’m a MAGA Of Society 💯🇺🇸❤️🇺🇸❤️🇺🇸... Feel That👊👊	NOT
@USER @USER Oh nooooos!!!   I hope you are safe during this storm!!	NOT
@USER @USER Cube has shown in the past that he is not in control of this. The investors on the board run the show. And they are super cheap.	OFF
@USER Conservatives aren’t violent - liberals are.	NOT
@USER the only thing i know about gun control is how to have great aim.	OFF
@USER @USER He’s made a gun control shift as well. Check his talking points from last cycle.	OFF
@USER You are amazing 💛💛💛	NOT
@USER Don’t you have concerns about Keith Ellison?   Well do you.	NOT
@USER Thank you Mr President Trump. ✌🏻🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸#MAGA	NOT
@USER @USER @USER That is because she is a good Christian and her husbands attackers are misguided.	NOT
@USER @USER She held on to something “almost” happening (according to her) for 35 yrs and then decides to try and ruin his life?   She is the despicable.  Regardless of what did or didn’t happen.	NOT
@USER @USER Be coo you got people thinking I really eat ass bitch 😂	OFF
@USER @USER @USER @USER # doesn'tunderstandmetaphors	NOT
@USER The Liberals have used and abused the African American and any other group that comes in contact with them this just an extension of their corrupt and ruthless ways of trying to get power .The #Metoo .So called movement has been reduced to a tool	NOT
@USER there is no way she is 26 wow drugs maybe who knows	OFF
@USER Chuck is too old to play their games. He is going forward.	NOT
@USER i’m still bitter she deserved better	NOT
@USER Legit just LOL'd... Shit is funny asf	OFF
@USER She is a nut case	OFF
@USER @USER @USER @USER He is the lord.	NOT
@USER Cough*Nicky Haley*	NOT
@USER @USER He's been trashing all along even to our allies.	OFF
@USER your heart is beautiful Your interior is wonderful. You are wonderful❤️❤️❤️❤️🧡🧡💜💜🌹🌹🌹🌹🌹💥✨✨✨⭐️⭐️	NOT
@USER By defending and making excuses for obvious bad behavior....you're sure to get more of it.	NOT
@USER @USER Strongest gun control in the country 🤔	NOT
@USER I just think that he's more likely to be lying about this to protect himself than she is lying just to disrupt her life for no apparent reason. I've also known entitled men like him.	NOT
@USER @USER “Only the best people” #MAGA	NOT
"@USER He wasn't really different with who he is now."" Or probably Howard himself didn't really know his son.  ""He doesn't trust easily. You have to earn his trust before you can get to know the real him, I guess. Tony has, at all times, at least fifteen thoughts of varying --"""	NOT
@USER I’m very excited to buy more lol. The lady at the con all her manga was $6 and she told me some other cons she’s gonna be at so I wanna go to this one in Chicago next year 😂	NOT
@USER @USER @USER @USER @USER @USER @USER @USER Fair point - let me restate: (many) liberals *tend* towards using evidence of prejudice and discrimination as a justification for treating distinction between citizens and migrants as arbitrary.	NOT
@USER @USER HOW DARE YOU!!! Kappa	OFF
@USER @USER #CINO conservatives in name only	NOT
@USER John kerry is a loser and a traitor to our country. He doesnt understand that we voted his party out bec we hated the iran deal. He is now working for iran against our gov. At worst he is acting as an agent for a foreign government &amp; if he isn’t registered should be investigated	OFF
@USER @USER Paid protesters. #VoteDemsOut  #Kavanaugh	OFF
@USER What she really means is for the rest of America to shut up and take all the hate that  White Christian Conservatives give out and never fight back	NOT
@USER @USER @USER @USER Im not saying he is racist.. Im saying he made a mistake. And she is only half Japanese. Her father is Haitian so she is half / half if we being true!	NOT
@USER @USER I will never buy a magazine again URL	NOT
@USER Hell no!!!!!	NOT
@USER Exactly... they're all bitter	OFF
@USER ABSOLUTELY FALSE. WE ALL KNOW CP24 IS WITH LIBERALS. REMEMBER DOUG FORD IS TRYING TO SAVE TAX PAYERS’MONEY	NOT
@USER @USER I think Collins has maybe seen the light given the threats against her from Liberals lately.	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is Romanian?	NOT
#SesameStreet’s #Bert and #Ernie came out of the #closet today. Spox says they’re a loving #couple. #Conservatives incensed. Rush out to buy Bert and Ernie dolls to burn along with their newly purchased #Nike fashions. #Gay #lgbtq #lgbtqtwitter #bluewave URL URL	NOT
@USER @USER Don't really need to try and out virtue signal the liberals. Not wasting taxpayer dollars on foriegn invaders is enough of an argument.	NOT
He’s Back !!  James O’Keefe’s ‘Project Veritas’ Exposes The DEEP STATE In A New Series Of Videos  He Exposes A State Dept Employee Organizing For The ‘Democrat Socialist Of America’ While At Work And Your Tax Dollars Pay Him  #TuesdayTips #MAGA #KAG  URL URL	NOT
@USER It’s only significant if he is packing his bags.	NOT
@USER God that's the one we should have used to remove Holder.	NOT
@USER I mean if Allsup was a communist or some Antifa shithead people would be coming to her defense despite what a shit she is.   This political team sports is dumb. Allsup is a Dickweed.	OFF
@USER @USER @USER Trump is a very sick man. He is toxic and mean spirited.	OFF
@USER You are here	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Amy when Iook at you  think Child of God but also inspring young lady. You showed us that you can conquer  anything  and say I am stronger  than this. God is proud  of you and so am I. Mr. Heughan too. He said in an article what is the big fuss about himself you are the answer.	NOT
@USER Nahhh you are!	NOT
@USER She already proved she hasn’t a clue about things she is legislating so really have no interest in her comments or opinion.	NOT
"@USER @USER @USER @USER @USER @USER @USER UNDERSTOOD, Sir! Like on the morn of 11/08/16, Nation HUNKERED DOWN 2 cont. 2 help #MAGA, in UR God given STABLE GENIUS wrds:Till The Bitter End""... God speed Tziyon, Shalom! Con musica, Lucho, Latin Jazz Voc.&amp;Comp."""	NOT
@USER @USER All U.S. WW2 vets are antifa.	NOT
@USER @USER Scaramucci cashing in on The Donald.  Taking those blue collar folks for every last penny.  LMAO at the #MAGA folks.  Suckers.	OFF
@USER Biggest corrupt lying piece of  s***💩 there ever was!	OFF
@USER @USER Who authorized a search warrant of mr Jean home?  Racist what about her drug test. This is premediated murder. He will not be slandered. He is the victim.	OFF
@USER I blame @USER for inciting violence and she should be held accountable! She is a despicable disgrace.	OFF
@USER Hope he is feeling much better!!!	NOT
@USER @USER Don't be so humble...  You and your liberals here on twitter do nothing but divide Americans... you deserve the credit.	NOT
14. On stan twitter i texted Steph this morning abt the Thing I just love how nice and kind she is she deserves the world	NOT
@USER He didn't just lose his talent. He battled demons &amp; played on an embarrassment of a franchise. He is now in an ideal situation. I believe he is still an elite WR but I guess only time will tell.	NOT
3. Nina  One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely and PERFECT. HER ARC. IS. PERFECT.	NOT
@USER The war on free speech = ANTIFA URL	NOT
@USER If it's real those antifa are asking for a broken bone or black eye	NOT
"@USER Same paint ball range they used for the antifa vs Proudboy"" match last year"""	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You mean like antifa? Using the exact same tactics the brown shirts used to bring Hitler to power?	NOT
@USER I hope she stays safe and she is a brave soul. I'm on the coast of NC and will be staying put for now. I am scared but I can't leave without my hubs. He has to stay and man the prison he works for.	NOT
@USER 😭😭😭😭 he is terrible 🆗	OFF
@USER He is the poster child for the GOP	NOT
@USER When is this low IQ piece of human trash going to go away. Nobody cares what this wack job has to say so why is she constantly in our faces. If she thinks Mr. Trump has acted despicably what does she call going on live television and telling people to attack conservatives?	OFF
@USER I hate him im so fucking sorry	OFF
Maga booked with the boys🍻☀️	NOT
"@USER Nonono no. No. People who fat-shame do not give the slightest shit about someone's health""  You do not know about anyone's health just by looking at how big they are. You are not their doctor. I know many super healthy fat people and horrifically unhealthy skinny people."""	OFF
@USER .... that's... fine i guess... -~-   btw sammy what part of japan are you in?? would it be possible for us to hang out??? O:	NOT
@USER @USER Just another Dem tactic. Leftist do that not good conservatives.	NOT
@USER is internet banking down today. I’ve tried logging on several times but it keeps telling me I’ve either been logged off and gives me a number or it says you are experiencing technical difficulties...	NOT
@USER You are apiece of shit! WHY WOULD YOU KILL THAT ANIMAL? How is your mother?	OFF
@USER Thanks man! It's not in stock at most stores tbh so you need to order it by phone/online to then pick up in 2-3 days (Unless you are in Texas)	NOT
@USER @USER He is!  Lock him up!  Lock him up!  :)	NOT
@USER A10 Every moment is a my best moment as she is my world #CartersBodysuitSweepstakes URL	NOT
@USER @USER Or was it that the local government was taken for themselves!!!!  Imagine that a government more worried about their own pockets rather than their peoples.	NOT
@USER @USER @USER Using free speech to be idiots and such but just like other rallies counter protesters showed up armed and willing to engage with kkk who also came armed Again 2 wrongs dont make a right and groups like antifa stated they want shutdown free speech anyway possible	NOT
@USER @USER Resign!!! You’re an idiot!!! 🤦‍♂️ URL	OFF
@USER @USER @USER Yeah @USER probably views groups like Antifa and EFF as moderates. People who are against farm murders are labeled just as extreme as people singing songs about actually killing those farmers. Crazy times we live in. @USER	OFF
A mood. URL	NOT
@USER Missing words are politically motivated. I have visited Israel in the past four times. I am not anti Semitic. There is more anti Semitism and racism in the @USER party. I have never encountered anti Semitic thoughts or actions in the @USER party.	NOT
"@USER GOP, Conservatives, Evangelicals, Traditionalists"" Catholics are all hypocrites."""	OFF
@USER This stinks like week old fish she is a best a liar	NOT
@USER @USER There is already more guns than pre 1996 gun control. Free people should have the right to defend themselves and their families. The threat of lethal force is a  good deterrent to would be criminals	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Keep up the good work protect free speech and call out war criminals    #nhs #bbc #bbcqt #newsnight #bbcpl #channel4 #Brexit #May #Corbyn #Labour #Conservatives #marr #hignfy #UKLabour #SkyNews #bbcLive #PoliticsLive	NOT
2) The IRS attacked conservatives. The FBI rose up against a Presidential Candidate.  Suspicious deaths occurred.  The Police were branded social enemies.  DACA gave rise to illegal immigrants as voter puppets. The Military was weakened.  Iran was funded for Nuclear capabilities.	NOT
@USER @USER @USER @USER “Spotty gun control” and “no internal borders”is my point. Every gun sale in Cali has to go through a FFL. It’s illegal to buy them out of state. It’s illegal for gang members in Chicago to get guns out of state. As far as a nationwide ban how’s that drug war working out for you?	NOT
@USER @USER @USER Great. Here’s how today has gone: Floris wanted to spank me. Leah wanted to stab me. Curtis won’t back me up. Adam still looks great at 67 or however old as fuck he is... KL has a bigger dick than me but she’s a she...he🤔...she?!? URL	OFF
@USER @USER Liberals and their games	NOT
@USER .@USER can’t leave fast enough.  It’s “conservatives” like him that have caused so much frustration among @USER  #RINOs with no backbone propelled @USER presidency!	OFF
@USER Isn't that just a nerd	OFF
@USER Talk to her. Get to know who she is	NOT
@USER everyone please vote for Vicki barbolack she is the most amazing kind hearted funny  and loved person on that stage no one has earned this more than her	NOT
