data	labels
@SPIEGELONLINE #bolsonaro ist ein Faschist sehr geehrtes Nachrichtenmagazin	OTHER
@Ingolstadt_01 In Deutschland würden Gegendemonstranten die Kundgebung stören!..	OTHER
@Karl_Lauterbach Die #SPD manövriert sich gerade endgültig auf den Müllhaufen der Geschichte- das ist vielleicht die einzige positive Erkenntnis #luschenspd	OFFENSE
Ich empfinde es geradezu als beleidigend, wenn son ein dreckiges Stück SED-STASI-Erbe, wie A.Ferkel den Zusammenhalt der Gesellschaft predigt!!Merkel muß weg ! Neuwahlen müßen ran !UND SO EINE ELENDSFIGUR wie Schulz darf hier nichts zu bestellen haben !	OFFENSE
@SPDSachsen @MartinDulig Bescheuert trifft es nicht mal ansatzweise.	OFFENSE
@Hans_van_Verne @sternrot @Linksfraktion @SWagenknecht Später wurde Wasser und Tee gereicht. 😉😉	OTHER
@FlorianGathmann @janfleischhauer „Leugnung“. So sprechen keine Journalisten, sondern Gläubige.	OTHER
Treffpkt f Anreise nach #Linnich zu Protest gg #Nazi-Demo ist morgen in #Aachen um 8.30 am AZ &amp; in #Düren um 9 am Bahnhof #Li2606 #AntifaNRW	OTHER
@RobertHabeck Verabschiede dich doch von Deutschland... ist Allen geholfen	OFFENSE
Ab heute kooperieren wir offiziell mit dem Berliner #Lageso, um den vielen Menschen dort zu helfen eine Unterkunft zu finden #refugeswelcome	OTHER
@juertiss @sunny_sommer Tolle Erkenntnis, wie lange hat es gedauert das herausfinden, aber ich kann sie beruhigen Politiker lügen permanent und notorisch, um nicht zu sagen ihr komplettes Leben ist eine einzige Lüge	OFFENSE
Selbst Polizei hält VS Agent Temme für unglaubwürdig, Gericht glaubt ihm. Nebenklage scheitert. Staatsschutz statt Aufklärung im NSU-Prozess	OTHER
In #GOT beginnt gerade die #EuroPrideAGM.In Kürze stellen wir unsere Bewerbung um den #europride vor.Drückt uns die Daumen #hamburgpride2020	OTHER
@China_Welt_News Das ist vollkommen richtig und kann nur so diesen Irrsinn Wirtschaftsflüchtlinge stoppen!	OFFENSE
@Heinrich_Krug Das ist es was Entitäten wie ich den Menschen seit Monaten wenn nicht Japan zu vermitteln versuchen, seit 1090 begehen die Verantwortlichen der BRD schwersten Betrug an den Menschen in der BRD genannt Vereinigtes Wirtschaftsgebiet Art. 133 GG sagt eigentlich alles.	OTHER
"""@AfDimBundestag Ich möchte nicht wissen, wann die Jungs das letzte Mal oder überhaupt mal irgendwas mit """"wir sind stolz auf Euch"""" gehört haben.Während Ihr Euch nämlich den A..im Ausland aufreisst,feiern die Fachkräfte hier ständig #Koeln.Wir denken an Euch. |LBR| @bundeswehrInfo |LBR| #timeforchange #AfD"""	OFFENSE
@Dagobert95 Das Badnerlied ist am besten!	OTHER
@happyhaidrich3 Rainer würde ich nicht mal.für 1 Millionen fucken	OFFENSE
@ARD_BaB Das zeigt doch wieder einmal welche Vollspacken uns regieren! Hauptsächlich Hohlköpfe. 😂😂😂👎🖕	OFFENSE
@66Norweger66 Unerhörter Skandal! Diese alte, verbitterte Frau gehört aus dem Saal entfernt<U+203C><U+FE0F><U+203C><U+FE0F>	OFFENSE
Danke an meinen Kreisverband #Ludwigslust-#Parchim für das Vertrauen, mich mit 95,5 % als Delegierten zum #LINKEBPT zu wählen, wo im Juni wichtige Weichenstellungen anstehen!	OTHER
@Hartes_Geld @Magoorooma @Birgit_Kelle Maas und seine Stiftung zur Kontrolle des Internets würde ich als eine moderne Form der Gestapo bezeichnen. Heute wird man gesperrt früher kam man nach Dachau. Aber jeder Krug geht nur so lange zum Brunnen bis er bricht.	OFFENSE
Radioaktive Belastung der Region um #Majak war Untersuchungsgegenstand des internationalen Forschungsprojekts Southern Urals Radiation Risk Research (SOUL).Koordination machte Helmholtz-Zentrum München.[21] Was sagen Experten bei @HelmholtzMucEn zu Ruthenium Freisetzung?	OTHER
Das Viki in der Viktoriastraße 12 versorgt uns grad mit Essen und macht Solilimo. Vielen dank euch!	OTHER
@KathaSchulze @IGMetall_Bayern @EikeHallitzky @der_buechler @EvaLettenbauer @Thomas_Gehring_ Heute mal ohne Mittelfinger und Antifa Anhang unterwegs? Und ja , wir müssen unsere Demokratie verteidigen , gegen solche wie sie . Wer sich nicht von Linksextremisten und Linken Terroristen distanziert, unterstützt und liefert Legitimation zur Gewalt. Sie sind Antidemokratisch.	OFFENSE
Moin zusammen <U+0001F44B><U+0001F44B><U+0001F44B> |LBR| Schönen Sonntag. Ab morgen dann die erste komplette Arbeitswoche in 2019.	OTHER
wer was von ihm mitkriegen will soll bitte @kokaxcola folgen, vielen dank.	OTHER
@StarbuckGen bin auch durch.	OTHER
Die neue Pampers Werbung. |LBR| Nur Kinder von Invasoren die man uns dort zeigt. |LBR| Ich würde keine Pampers kaufen. |LBR| Deutsche sollten nur deutsche Produkte kaufen. |LBR| Und deutsche Werbung.	OFFENSE
@lieb_sein @AufgewachteWelt geh wieder Frenseh schauen ...	OTHER
@krippmarie Das ist verständlich....Kanzlerin hört sich besser an als Geschäftsführerin... |LBR| Schade finde ich das die BTW nichts gebracht haben....und widerlich wie Verlierer feiern. Die sind froh über soviel dumme deutsche zu verfügen..!	OTHER
"@IsidorMeyer1 @noherrmann @franzchristian8 Das steht bereits im """"Kapital"""" v. Marx/Engels 😜"	OTHER
Die meisten Schiffbrüchigen sind doch keine Flüchtlinge, sondern |LBR| rücksichtslose Invasoren. Wann begreift Ihr politischen Hohlköpfe das?	OFFENSE
@DFakeNews @rstrohmi Merkel wird immer als „Physikerin“ bezeichnet, die alle Probleme naturwissenschaftlich angeht; aber HAT sie eigentlich auch nur 1Tag als Physikerin gearbeitet???	OTHER
@Claus_Pandi @sebastiankurz @HCStracheFP @krone_at Unsere Nachbarn haben es vorgemacht..... da regiert ein Österreicher sein Land, welcher vom österreichischem Volk gewählt wurde. |LBR| Zu beneiden ein Volk welches keine Helden braucht...!	OTHER
@DontPokerME @MiriamOzen Ändert nichts an der Tatsache, das hätte mein Sohn für den IS gekämpft ich ihn eigenhändig erschlagen würde.	OFFENSE
@LovingAwarenes_ Es wird doch jetzt ein eigenes Dezernat in Düsseldorf geben?	OTHER
08:26 Now we are open again. Wir haben jetzt wieder geöffnet. #NoBorderAction #Aachen	OTHER
"""@RalfMueller12 Wenn es zum Krieg kommen würde zerbricht der """"Westen"""" an seiner verwöhnten Infrastruktur, der Osten nicht, da NATURBURSCHEN 😜"""	OTHER
@Blockupy #Blockupy #Repression Soliaktion in Rostock! Heute 20 Uhr Neuer Markt!	OTHER
@ainyrockstar Warum kein deutsches Themenmärchen, sind soviel Moslems in dem Viertel wohnhaft?.Hier ist wieder ein Beispiel dass wir Deutschen uns integrieren müssen ,dass kann doch nicht wahr sein in diesem unserem Lande 🖕	OFFENSE
Seit wenigen Stunden zurück in Deutschland, was für eine lächerliche, manipulierte und verlogene Parteienlandschaft um Murksels Thron.	OFFENSE
@gorgorott1 @AnjaKli bei mir persönlich schon ja	OTHER
@L7250402 @RGutmensch Weiterhin: Die telefonische Beratung ist nur ein Teil unserer Arbeit. Die gibt es schon seit Jahrzehnten. Was heißt das? Auch für den Bestand dieses Angebots ist die Zahl der Flüchtlinge irrelevant.	OTHER
@MGrosseBroemer Sprach nicht ein gewisser Herr Seehofer / #CSU davon, dass man die #Afd - Wähler zurückholen möchte? Macht sich ganz klasse, die potentiellen Wähler vorher erst mal noch gründlich zu beschimpfen...Sie haben wirklich ALLES verstanden! |LBR| @Beatrix_vStorch @cducsubt @AfDimBundestag	OTHER
@AntaroTV So ein Quatsch und völlig typisch für ROTGRÜNSCHWARZGELBen Einheitsscheiß ! Wenn Regierung dann juristisch top, wenn Opposition dann ganz pöses Verbrechen ! K L A R !Das iss mal ne Erklärung ! Echt !	OFFENSE
@Heinrich_Krug @SPIEGELONLINE SPD erwacht nicht mehr aus Koma...das was wir sehen sind nur die letzte Zuckungen eines dahinsiechenden....! |LBR| Schon gut so...R.I.P.....SPDler...👏👏	OTHER
@vatanmillet77 @sternde Wer sich in Geschichte nicht auskennt sollte besser nicht so einen Mist schreiben	OTHER
@DieRehfeldt Wir haben bei der Wahl zugelegt, über eine halbe Millionen Stimmen mehr..	OTHER
@Alice_Weidel @Frank_Magnitz Und so was wird unterstützt von der GroKo so wie von den Grünen	OTHER
@anwaltsgelaber Das Gesetz wird die nächste große Justizreform unter Heiko Maas.	OTHER
Schönen Abend <U+0001F44B> Ich schaue dann mal ein bisschen #Bachelor , da ist das Niveau wenigstens höher als so manchmal bei Twitter <U+0001F92A>	OTHER
@dunjahayali #WeRemember auch. Aber Still, demütig und angemessen. Wir von der AfD brauchen keine medienwirksam in die Kameras gehaltene Din A 4 Blättchen und keine bestimmten Orte um zu Gedenken. #niewieder #gegenantisemitismus #gegenHeuchler #Linksfaschistenraus #gegenausgrenzung #gegenhass	OFFENSE
@Steinhoefel @Cock4ndPussy Zahlung einstellen ist die einzige Antwort	OTHER
@ReneTruninger @watson_news Sauerstoffmangel kann zu geistiger Beeinträchtigungen führen...😃😃	OFFENSE
@conligit @Korallenherz @teh_riddle Du hast dich also für uns alle geopfert? Danke	OTHER
@Mama_arbeitet Meine Kleine (9) hat im Sommer die Blumen in den Vorgärten der Nachbarn geplündert und diese dann mit Kulleraugenaufschlag an die selben Nachbarn verkauft. Fast 6 Euro gemacht damit. #VerkäuferindesMonats	OTHER
@161_kamikaze @peakyblinder Danke. Wird gleich gelöscht und neu eingestellt.	OTHER
Hab das ungute Gefühl das ich heute wieder gesperrt werde	OTHER
@Birgit_Kelle @DuezenTekkal @HawarHelp @BMZ_Bund Geschrieben von der Rassistin und Abtreibungsgegnerin @Birgit_Kelle. Ihr Dank hat darum keinen Wert.	OTHER
@feldenfrizz @WojtekThomalla @_macmike @NawratAnna @AthinaMala @charlie_silve @petpanther0 @MustaphaMondAH @SJW_MadBunny @mastermikeg @machtjanix23 @SpadeCarrier @Steffmann45 @troll_putin @Norbinator2403 @ennof_ @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @NoHerrman @willjrosenblatt @nasanasal @ellibisathide @MD_Franz @YouTube Es war wichtig, zuerst das alte Europa zu zerstören, da sitzt die meiste Intelligenz - ist es völlig zerstört und mit IQ 90 aufgefüllt, kommt der Rest dran. Die machen weniger Probleme. Einfach und simpel. 2 Schritte vor einen zurück - so kommt man auch ans Ziel.	OTHER
Einmal als Bretzel mich besuchte, versuchten wir einen Kasten Bier leerzusaufen. |LBR| Wir sind aber vorher eingeschlafen. In der Küche. Beim Rauchen. |LBR| DAS HOLEN WIR NACH.	OTHER
Habt Ihr schon gehört? Putin manipuliert auch den Muttertag 😜	OTHER
@gamefreake89 @KarlEngels9 @OezlemTopcu Aber es will euch keiner!	OFFENSE
Die Tagesschau hat doch völlig vergessen ausführlich zu zeigen, wie sehr die Bürger Macron und Merkel bejubelt haben. Vor allem die Gelbwesten aus Deutschland und Frankreich. Das war sicher nur ein Versehen, denn von den Gelbwesten in Ungarn wurde ausführlich berichtet.	OFFENSE
@SteveWeb777 Satire. |LBR| Wenn die für ihre Propaganda Kinder instrumentalisieren, dann kann ich auch.	OTHER
Ihr Japaner, nicht protestieren, Raketen, die über Eure Inseln fliegen, |LBR| abschießen. Bin ich verstanden worden? Sofort umsetzen.	OTHER
@aMarienbad @krippmarie Irgendwann merkt es sogar der dümmste...deutsche....was er angerichtet hat...!	OTHER
@SJW_MadBunny @Steffmann45 @machtjanix23 @troll_putin @petpanther0 @mastermikeg @Norbinator2403 @ennof_ @AthinaMala @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Der wollte gestern dafür sorgen, dass man mich in D sperrt - ich bin immer noch da - was für ein kleines Licht.	OTHER
@RT_Deutsch Kriege auf der Erde werden in Naher Zukunft aus dem All entschieden	OTHER
Es ist ohnehin ein Wunder, dass sich im bürokrat. Hochlohnland Deutschland bis heute so große Automobil- und Maschinenbausektoren halten konnten. Wenn sie durch politische Experimente der Ökospinner zerschlagen würden, kämen sie NIE wieder, auch nicht nach einer anschl. Revolte.	OFFENSE
"""@bicyclo222octan @Schlawino Nur """"DER"""" hatte noch Soldaten, """"Mutti"""" hat nur Flintenuschis Schnullertruppe 😜"""	OFFENSE
"@DLFNachrichten @johannesgrunert Die An- und Abführungszeichen machen es nicht besser. Hier wurde ein Mensch nicht ""neutralisiert"", sondern getötet. Diese Sprache entmenschlicht und das ist generell abzulehnen."	OTHER
#nrw17 Liebes #Österreich! Macht es g´scheiter als die Deutschen &amp; schickt die Einheitspartei #SPÖ-#ÖVP-#Grüne-#Neos in die Wüste X #FPÖ	OTHER
Den Türken ihre Türkei, In der Türkei, nicht in Deutschland. Verschwindet. |LBR| Wir vermissen Euch nicht.	OFFENSE
@Martin_Hess_AfD Schickt unsere Verdeidigungsministerin als Stangengirl zur Truppenbetreuung an die Front ,aber selbst dort wird sie Versagen.Eine Verteidigungsministerin ist Ein Hohn an die Truppe.Rommel wache auf!	OFFENSE
@Alice_Weidel Die Bundesregierung will mit aller Gewalt einen Bürgerkrieg und das nur, um die Menschen wieder aggressiv zu stimmen damit sie schneller zur Waffe greifen	OFFENSE
Die unheilige Allianz von ISLAM und LINKSGRÜN wird DEUTSCHLAND töten !! STASI erkannt , Gefahr gebannt ! Widerstand !	OFFENSE
Nach unseren Informationen wurden gestern 14 Afghanen abgeschoben: 7 aus NRW, je einer aus BaWü, Hessen, RLP, Hamburg sowie drei aus Bayern.	OTHER
Heute ist wohl wieder mal Welt-Arschloch-Tag!?!?!? |LBR| Es sind gerade wieder extrem viele Vollpfosten in den Kommentar-Spalten einiger Tweets unterwegs! <U+0001F92C><U+0001F92C><U+0001F92C><U+0001F92C><U+0001F92C><U+0001F92C> |LBR| Wer heute seine/ihre Blocklisten auffüllen möchte, hat die freie Wahl...<U+0001F92F><U+0001F92F><U+0001F92F>	OFFENSE
Ich muss mich von ungebildeten, überbezahlten politischen Phrasendreschern nicht als Nazi, Pack, oder Populist bezeichnen lassen!!!	OFFENSE
"""@Junge_Freiheit @Renft1964 Wie man an dem Wahlergebnis gesehen hat, sind die """"Deutschen Trottel"""" noch immer in der Mehrzahl!"""	OFFENSE
@NoSystemCarlo Zum Ritter geschlagen, weil er viel Geld an Hospitäler gespendet hat - Ablasshandel - vor denen, die am meisten Spenden, sollte man auf der Hut sein	OTHER
Vier der fünf Diskutanten bei #hartaberfair dozieren belehrend, dass der basisdemokratische Brexit-Entscheid falsch sei. Einer fordert sogar, Volksabstimmungen in UK zu verbieten. |LBR| Genau diese Haltung zeigt, warum sich die Briten nichts mehr von der EU vorschreiben lassen wollen.	OTHER
@Beutebadener @LeggaKnoppers @KotzenderStern @destatis Was für Bio Deutsche Deutschland sollte den deutschen gehören.ganz einfach	OFFENSE
@gerhard_mangott @fbrantner Die Sicherheit und auch die soziale Sicherheit der Deutschen ist nicht unabhängig von der Stabilität und dem Zusammenhalt der EU.	OTHER
WARUM ZUM FICK nennen die Medien |LBR| Mc Donalds immer noch ein verkacktes SCHNELLRESTAURANT?! |LBR| Die sind doch genau so |LBR| LAHM wie @DB_Bahn!!!	OFFENSE
"""@Europa_1492 @Sarastra Merkel ist schnell auf den """"Abschiebungszug"""" aufgesprungen u. diese """"Schreihälse"""" sind Produkt ihrer verfehlten Flüchtlingspolitik 😜"""	OTHER
@BDK_BuVo @AndiScheuer Rate Sie mal,wer neben der Kirche sich damals solidarisch gegen d Abschaffung Buß-und Bettag ausgespr.hat? Richtig. Muslime.Schon vergessen?	OTHER
@Heinrich_Krug Das deutsche Volk wurde am 18.07.1990 durch Kohl und Genscher verraten und im wahrsten Sinne des Wortes verkauft, seitdem sind wir in einem ungeklärtem Zustand und werden praktisch als Handelsware im See und Handelsrecht verwaltet .	OTHER
"@InesHenkler @brosel_werner Du fängst wie Merkel an """"Statistiken"""" zu schönen 😂😂😂"	OTHER
@tagesschau Warum schreibt ihr Merkel Vasallen nicht mal die Wahrheit über Merkels Verbrech? Ach ja, dann seid ihr ja Arbeitslos!!!	OFFENSE
"Wenn #Sanktionen tatsächlich so wirkungsvoll wären, dann hätte der #Ostblock doch einfach Wirtschaftssanktionen gegen den verhassten #Klassenfeind verhängen können. |LBR| Dann wäre doch der ""Westen"" in Null Komma Nix zusammengebrochen, oder?!?"	OTHER
@Blacki81 @workfloh Es ist ja schon eine besonderer Beruf, wo man leicht an Waffen kommt ...	OTHER
Für die Freunde der sozialistischen #Maduro-Verbrecherbande |LBR| Der #Mindestlohn in #Venezuela beträgt derzeit 18.000 BS [Bolivar soberano], das sind umgerechnet mit dem aktuellen Wechselkurs 5,03 €. |LBR| Übrigens: |LBR| Nicht pro Stunde sondern im Monat. Sowas kommt bei #Sozialismus raus	OFFENSE
@ShakRiet Das ist eine reine Phantomdiskussion |LBR| #Irland und #Großbritannien haben sich schon längst geeinigt, dass sie keine Grenzkontrollen auf der Insel einführen werden. Die #EU hat hier überhaupt kein Mitspracherecht.	OTHER
@RT_Deutsch Den Wolf bekämpfen,aber tausende Messermänner ins Land lassen und alimentieren,genau mein Humor!Dieses Land ist am Ende!!	OFFENSE
@Her_Of_Twin @LarsWienand Danke, wenigstens ein bisschen Gegenwind. |LBR| Was ist übrigens aus der Gegenerklärung 2018 geworden? Die gab es doch auch, irgendwie scheint sie verpufft oder verlorengegangen zu sein. Darauf wollte ich u.a. hinaus. <U+0001F914>	OTHER
@Prinz_Garten Ähmmm ja <U+0001F44D> wie ich sehe bist du ein Kenner. Welcher Jahrgang ist es denn?	OTHER
@FrauZora @bheinzlmaier @Toni_Rambold @brunzpichler @echsenschwanz @Zombii_Defense @hohlraumsausen mit denen gibt's keine Zukunft	OTHER
@Joerg_Meuthen @AfD Die Wahrheit wird hier durch Merkel Stasi System vernichtet	OFFENSE
@willplaat Ich setze ab jetzt beim Tweeten einfach eine Sonnebrille auf.<U+0001F60E>	OTHER
@PamelaCostaric1 Das passt meine süße Pamela	OTHER
Ist das ein Fake ?	OTHER
"@mopo Netanyahu als durchgeknallter """"Führer"""" &amp; Israel """"brutale Unterdrückung"""" vorwerfen. Wie konnte das passieren? Wer ist verantwortlich?"	OTHER
@Lexie_M_ @Westminster1000 Gesicht???? Was für ein Gesicht. Der hat nicht einmal einen Hals. Bei uns heißt so etwas Wutzekopp.	OFFENSE
@kaiserwetter49 Verstehe- das Angenehme mit dem Nützlichen verbinden- auch ne Idee!	OTHER
@hajona10 @_nasir_ahmad_ Nur ein toter Kufnuke ist ein guter Kufnuke!	OFFENSE
@Furkn631 @SjaRjadottir @Ich_bin_ich78 @tagesschau Deutsch Türke ist genauso wie Kamel Pferd. Beides gibt es nicht.	OFFENSE
@MartinaRenner @dieLinke Und die Linken Anarchisten üben in Hamburg 👊🔥	OFFENSE
@anna_IIna @Gerd_St Willkommen in 1933, die Geschichte wiederholt sich und wieder werden Tausende der Führerin zujubeln! Am Ende war es dann keiner!!!	OFFENSE
@KokoLores20 @pinselpoetin Wenn die Opposition sie loswerden wollte hätten sie längst ein Misstrauensvotum stellen können	OTHER
@Museumsdoerfer Aha. Und das machen Juden nie?	OTHER
Morgen organisiert Antifa en détail - Aachen den Vortrag „Solange ein Auge nach Zion blickt“. Kommt vorbei! Los geht's um 18:30 Uhr.	OTHER
Nicht vergessen: Demo für unserere Genossen im Knast und gegen Repression im Allgemeinen: morgen 05.07.2018, 17 Uhr, FFM-Klapperfeldstraße	OTHER
@KaiserDesRap 60 % sind geklaut von uns ich hasse dieses Bauern auch	OFFENSE
#heutejournal @heutejournal |LBR| Das offenbar linksfaschistisch rote SPD Brandenburg macht Bolsheviken Gesetze für Quotenmatronen.	OFFENSE
@Alice_Weidel Die stehen doch alle unter Merkels Stasi System Stiefel, die tut am liebsten alle zerquetschen die ihr in den Kragen nicht passen	OFFENSE
@christundlinks @spdde Was für eine Politik Frauen machen, sollten Sie Frauen überlassen. Ob das dann besser oder schlechter ist, können Sie ja dann beurteilen... ;-)	OTHER
@InesHenkler @SteinbachErika 😜Frauen haben (wie auch Männer!) 3 Figuren,eine, die sie hatten,eine die sie haben u. eine,die sie gern hätten😂	OTHER
Auf den Müll mit den Drecksäcken	OFFENSE
"und ja, besagte ""frei""räume sind auch oft sehr kritisch. trotzdem lieber das als den gentrifizierten dreck"	OTHER
Wer wählt denn noch SPD mit diesem schulischen Versager |LBR| Martin Schulz. 2 x sitzengeblieben. Der taugt doch nichts.	OFFENSE
@Karl_Lauterbach Ja, Klein-Karl, im Sommer ist es warm und im Winter kalt. |LBR| Sehr gut erkannt, bist ein richtiger kleiner Checker.	OFFENSE
@jutta_ditfurth Dieser Hintergrund war mir nicht bekannt. Interessant.	OTHER
"Eine Einwanderungsgsellschaft lässt sich nicht mit Ober-und Untergrenzen gestalten. Die Ergebnisse lassen tief blicken. Das kommt also dabei heraus, wenn man Politik für die """"besorgten Bürger*innen"""" macht. #Sondierungen #GroKo"	OTHER
@StSchilling75 @Cha_Knobloch Faschismus ist die Durchsetzung wirtschaftlicher Interessen mittels Politik, ohne moralische Grenzen!	OTHER
@AlfredoIhl @sebastiankurz was ist daran unhöflich, wenn wir uns über seinen besuch freuen und ihn gerne ins studio lassen?! humor an der tür abgegeben?	OTHER
@Heike891 Nöööööööööö, bei dem Anblick brauche ich eher einen Drink 😜	OTHER
Wetten, dass Klitschko zum Retourkampf antritt? Joshua wird ihn |LBR| bis Runde 11 schonen und dann umhauen. Das bringt Millionen. |LBR| Reine Show.	OTHER
@ainyrockstar Kroatien-Slowenien-Österreich-Tschechien-Polen bist Ostsee.....eine schöne Migranten/Moslem/Burka-freie Rundreise..!	OFFENSE
@kobsalbertjens Man sollte sich übrigens mit jedem Gehalt dafür einsetzen, dass alle gut verdienen.	OTHER
@DrDavidBerger Was für eine Schande ,dass ist nicht mehr mein Land wo Chaoten regieren!🤦‍♂️	OFFENSE
@penzonator @spdde @woelken @u98 Aber war es nicht die SPD in der Groko, die gegen den Widerstand von CDU&amp;CSU den Mindestlohn durchgesetzt hat? Hat nicht die SPD die Förderung von Familien und Kita-Plätzen durchgesetzt? Setzt sich nicht nur die SPD für eine Grundrente ein?	OTHER
@lionwoman18 @keoma58 @MiriamOzen Margarete...ja wo warst den du die ganze Zeit?😃😃	OTHER
@ZDFheute @ZDF Das ist die Vorankündigung der Merkel Vasallen wie den Bürger noch mehr Geld aus der Tasche gezogen werden soll um die Flüchtlinge zu finan.	OFFENSE
#hartaberfair bin Deutscher aber an Erdogan gefällt mir daß er sich für seine Türken in aller Welt einsetzt. |LBR| Sollten wir auch tun	OTHER
@dieter_wolfgang @loriotfehlt Im Harz schmeckt es Weltklasse. Da fülle ich mir immer hunderte Flaschen ab. 😘	OTHER
Das Pokerspiel das die EU mit GB im Bezug auf den Brexit treibt, ist leicht zu durchschauen, unannehmbare Bedingungen um ein zweites Referendum zu erzwingen. (Abschreckung)! Die Entscheidung des Bürgers soll nicht zählen. EU=Merkel=Antidemokraten. Die EU „hat fertig“!	OTHER
"#AnneWill |LBR| Die grüne Verbotsquote kommt mit ""Vorsorgeprinzip"". |LBR| Damit kann man alles willkürlich verbieten. |LBR| Wissenschaft ist dort korrupt wo Politik die schmutzigen Finger im Spiel hat. |LBR| Insbesondere Grüne. |LBR| Meist erstunken, erlogen und korrupt bis unter die Halskrause."	OFFENSE
Die oberen zehn Prozent (Jahreseinkünfte ab 76.472 Euro) zahlen 55,5 % der gesamten Einkommensteuer. Nach Meinung der @spdde ist das aber zu wenig an Umverteilung.	OTHER
@BlondJedi Korrupte Bande alles nur Verbrecher	OFFENSE
#Politiker holen #Terroristen ins Land und lassen die #Opfer hilflos zurück.	OFFENSE
Merkel: Wir schaffen das! Honecker: Aus unseren Arbeiter ist noch mehr herauszuholen. Passt!. Wir werden von Wortbrechern, Lügner regiert. SPD verrät schon wieder den Arbeiter, den kleinen Mittelständler, den kleinen Selbständigen. Wählt die Parasitten ab. Bald sind Wahlen.	OFFENSE
@soskinderdorf Der Traum von Hermann Gemeiner ist schon lange ausgeträumt. Heute werden die Kinder nur noch verwaltet. Schade denn es war ein guter Traum. Und ich bin jemand der Hermann Gmeiner persönlich kannte.	OTHER
HASI AKUT RÄUMUNGSBEDROHT! Folgt doch mal @Hasi_SC für mehr Infos!	OTHER
@Graf_Fencheltee Ich kenn meine Stuttgarter! |LBR| Die verlieren doch auch noch wenn Werder nur noch mit 8 Mann auf dem Platz steht...^^	OTHER
@HoldeMaid666 Im Beschlusspapier heißt es: 90 Prozent aller Soli-Zahler sollen vollständig vom Soli entalstet werden. Lebensrealität = SPD setzt finanzielle Entlastung für alle kleinen und mittleren Einkommen durch. Ja, Spitzenverdiener zahlen dann weiter. Nennt man: Sozale Gerechtigkeit. #spd	OTHER
@atklauner @satirianexe @spdde Die @SPDEckernfoerde macht soetwas und die @SPDBordesholm glaube ich auch. Sprecht die doch mal an, was die da machen.	OTHER
@Bedb_Puetz Niemand hat die Türken gebraucht sondern die wurden uns von den USA nach dem Krieg aufgewzungen.	OFFENSE
"""#Bischof Dr. Matthias Ring zur Eierlikör-Gabe des baf: """"Na dann: Prost, Synode!"""" - #altkatholisch #aksynode16"""	OTHER
Schulz ist als Kanzler undenkbar. Zweimal sitzengeblieben und ohne Schulabschluss. Eine |LBR| Schande für die SPD und ein Armutszeichen. für D.	OFFENSE
@AthinaMala @nasanasal @SJW_MadBunny @machtjanix23 @Steffmann45 @troll_putin @petpanther0 @mastermikeg @Norbinator2403 @ennof_ @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @_macmike @ellibisathide @MD_Franz Er hat es angekündigt, er blockiert uns jetzt alle, ihn hat der Thread genervt.	OTHER
@SteinbachErika @krippmarie Sie haben aufgehört zu lesen...und zu denken..! |LBR| Die AfD mit in der Runde das ist schon gut, aber die Grünen das ist ein fataler Fehler.	OTHER
@tothecloud2014 @AchimSpiegel Super auf den Punkt gebracht!!	OTHER
@jouwatch British Army seit ihr wirklich so skrupellos und feige das eigene Volk zu erschießen ?	OFFENSE
Zum zweiten Mal in dieser Woche: @dpd_de-Bote wirft Paket über den Zaun in den Matsch. Spart sich das Läuten. Servicewüste Deutschland.	OTHER
@SteinekeCDU Ik freu mir schon wie Bolle!	OTHER
@DLFNachrichten @johannesgrunert Das habe ich gelesen. Aber weil ich weisz, wie eine Schlagzeile oder ein erster Tweet wirken können, was hängen bleibt, habe ich darauf hingewiesen.	OTHER
@WMDA1978 :D Wir lassen halt nichts aus und arbeiten und langsam in die Neuzeit vor. ;-)	OTHER
Leider fällt die Show heute Abend aus!!!	OTHER
Warum fliegt dieser #GrußAugust überhaupt nach #Äthiopien?!? Dieser Typ hat keinerlei Funktion, für die er ins Ausland reisen sollte. |LBR| Am Besten wir schaffen dieses überflüssige Amt komplett ab.	OFFENSE
@FrauKefke @Andvaka_ Rotwein-Sauce! ...es gibt zu Lamm nix besseres als Rotwein-Sauce!! |LBR| <U+0001F356><U+0001F357><U+0001F37D><U+0001F377>	OTHER
@HaraldPetermann @Emmycollects @hans_obermeier Wer ist dort der Fremdkörper?<U+0001F914>	OTHER
@Frank_Pasemann Flüchtlingsboote in Küstennähe torpedieren , dann lernen die Sozialschmarotzer schwimmen .Leider sind unsere U -Boote alle nicht einsatzfähig 🛠⚒🔨⛏🔩🔧⚙️	OFFENSE
@anna_IIna Diese nichtsnützigen Analphabeten will Syrien nicht zurück...die sind froh das Deutschland sie nicht mehr hergibt...!	OFFENSE
@vmedick Wieso sind das drei Begründungen? Das hängt zusammen. Frohe Weihnachten! CL	OTHER
Außerdem Jahresempfang bei Radio Schleswig-Holstein (RSH).	OTHER
