label	text_a	rule
1	Ok dogodilo se čovjeku svakom se može dogoditi!!!Aj nemojte srat pička vam materina stoko retardirana ko god nešto pljuva!!!	8
1	ti si neki luđak totalni	8
1	Pelenu sa solnom kiselinom stavit ravnateljici, sestrama i doktorima tamo i zavezat ih za krevet. I Kujundzicu isto pocasno mjesto na susjednom krevetu.	3
1	Ja bi iskoristio ovu priliku da kandidiram za nagradu sve KOMENTATORE na 24 sata portalu koji iz dana u dan sluze i prosvjetljuju narod koji cita vase clanke.Koji su tu da budu vasa savjest kad je nemate.I mozak kad vam isti ne radi.Hvala.	8
0	"Bio u guzvi na autocesti i u njeov auto se zabio lik koji cak nema ni vozacku dozvolu...
"	
0	Ali? Ali sto? Aj ne seri brate... aj ca odavde, imas tema o uljaniku koliko hoces...	
0	Upravo oni koji nas pokušavaju srušiti daju nam snagu da ostanemo stajati!	1
0	ima jedna pisma a riči idu nekako ovako pogledaj dom svoj andjele-pisma istina ni bitno ko je piva	
0	Paulina samo gazi.	
0	sport klub*, ne planet sport - ovo trece jel	1
0	Dobri radnici su napustili Hrvatsku i našli posao u EU, a umjesto njih zaposleni su kod kojekakvih građevinara radnici bez iskustva na takvim vrstama posla. Građevinski strojevi nisu igračke i uz njih osim znanja upravljanja potrebno je još dosta toga. Nekog bez iskustva odmah posjest na bager, viličar ili u dizalicu miriši na nesreću. Mislim da za postavljanje krana na gradilište treba svakako angažirati osobu koja zna što radi. Sve radnje mimo procedure mogu jako loše završiti.	
1	Ceka se kran valjda. A ako je carinski pecacen ne smije se pretovarat roba bez carinskog sluzbenika. A i ti vjerujes novinarima 24 casa kojo su to istrazili iz ureda.	8
1	Ove spodobe mogu ruku pod ruku sa onim krkanima sa Bleiburga.Ista sorta.	8
0	On je izjavio da je uz dinamo hajduk najveci hrvatski klub... RTL i index onda prenose izjavu orescanina da je hajduk najveci hrvatski klub... Steta da ljudima smeta dinamo a toliko je napravio za hrvatski nogomet...	1
1	"Raspisali se mediji o invaziji nekakvih polunavijača na ruglo. Kažu nestaje karata. A klub im igra nokaut fazu Europske lige. 

A mi punimo stadion na jebenim pretkolima kad igramo protiv invalida, u ligi smo daleko najgledaniji, gostovanja gazimo.Prvaci nismo 14 godina, grupu u Europi nismo igrali 9 godina. A svakim danom naša obitelj je sve veća i jača. A mi i nismo prvaci i ne igramo Europu jer bi nam onda trebalo 68 Poljuda!

 Pa jebemu mater može li se o tome pisati, gubo? IZDAHNITE, SN,SD I OSTALI PLAĆENICI!

Hajduk i Torcida će vam uvijek biti trn u oku. SVI NA POLJUD"	8
0	A ja sve vidim osobno!!??	
0	Kome smeta Penava? Ovom beskičmenjaku kojem Pupovac diktira? Dajte najte. Penava, samo oštro. Razbij ovu anemičnu lutku.	
0	Kopal je pogodio kada je prognozirao Kolindinu pobjedu, čovjek je jedan od najjačih analitičara u državi. Jedan od najboljih Plenkijevih poteza je takve visokoobrazovane kadrove staviti u stranku. 	1
0	Moj organizam sa 35god je dovoljno jak da se izbori protiv svega toga a dijete od par sedmica da ku injekciju sa 6 različitih substanci dadnes i nadaš se najboljemu a? Razmisli malo!	
0	Stiže kriza zato što ste se cijelo vrijeme zajebavali i brinuli samo za svoje stolice, koalirali s HNS-om i ostalom gamadi političke scene. 	
0	Ako nema tijela , nema ni ubojstva . Tijelo bi trebalo biti dokaz , a sve drugo je reklo-kazalo.	
0	A jel tu treba sta objasnjavat??? Kucni odgoj!! I ja ih bas nevolim ali kog se to tice. Neke stvari treba zadrzat za sebe!!!	
0	e	1
1	Petarde su za retarde! Uopće mi nije žao kada si netko raznese ruku! Moćda ga to dovede pameti!	8
0	Znaci domoljub sam veliki i volim hrvatsku i sve hrvatsko ali sam definitivno za zabranu svih simbola iz 2svj rata znaci od slova U kukastih krizeva,petokrake,kokardi... To nam je stvarno nepotrebno i u ovoj drzavi imamo puno bitnijih pitanja nego tko je sta radio u 2.svj ratu.	
0	Google sada plaća $ 17000 do $ 22000 mjesečno za rad na MReži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla. ---------->>>>> www.WebJob33.Com	1
0	70 godišnjak? Jednostavno ih nije vidio ni čuo a pitanje je jel uopće bio svjestan da vozi auto  dakle nije kriv.	
0	Koje gluposti.	
1	Na faci im pise da su 2 genijalca. Samo Pernar nedostaje.	8
0	"Google je platio za svaki dan online rad od kuce 500 do 1000 Dollars.i su dobili prvi mjesec $ 23749 i $ 32854 u mom prošlom mjesecu paycheck od Google radeci kod kuce za 3 sata rade dan.Cak i oni koji su novi u ovom mogu lako zaraditi 200 $ po satu, a zarada može biti još veca s vremenom. više ovdje

>>>>   w­­­w­­­w.I­­­n­­­t­­­e­­­r­­­N­­­e­­­t­­­43.C­­­o­­­m"	1
0	To bi važilo za ove kaj kukaju, oni znaju šta čine, a ipak čine! Krađa duše, laži i obmanjivanja su tek grijeh, a ne ovo malo vražjeg blata za kojim hrle svi ovi bludnici! 	
0	Jadranka takvu te mater napravila, a? aj bok	5
1	Nadam se da će svi takvi završit u zatvoru...	8
0	Ahahahaha ma kako to izgledaju? Šteta para kad ljepotu ne možeš kupiti. Potrošila djevojka na usnice, a možda bi bilo bolje njemu prvo za uhice. Jao. Ajde možda su simpatični. Ali investicija u izgled stvarno nije uspjela. 	
0	Fizičke ozlijede će zacijeliti, ali psihološke će traume ova djeca nositi sa sobom dok su živa.	
1	Ne planiram puniti proracun Supetra dok je partizanka Gradonacelnica. Kod takvih nebih ljetovao nizasta na svijetu. ZA DOMa SAM SPREMAN. Idem za vikend.Tamo mi je najljepse.	3
0	Kakva paklena atmosfera ...što vi novinari uveličavate čudo jedno	
0	Kvantna fizika ne funkcionira na taj način frende	
0	Atzeovac ne idu u zatvor to je cinjenica	
0	:)) Želiš pronaći ženu za jednu noć? Dobrodošli na > > > www.3xDate.top	1
0	ja na koncert idem i biče super sigurno	
0	samo jako!	
0	Kad su zaista zvijezde plesale, onda je to bio show....sad mi je sve usiljeno, neprirodno, a clanovi zirija bez veze!	
0	Nemoguće !	
1	Pupovac je veči Hrvat od većine kvazi-domoljuba što puzaju po Saboru i zagađuju zrak. Da je više takvih Hrvatska bi odavno bila prava država. Ovako se valjaju u vlastitom dreku. I nije im loše. Dobro je govorio i pogodio krkane u sridu.	8
0	Zato za ubuduće nabavit par Kangal Karabaša ili Kavkaških ovčara pa će umisto rastrganih janjaca pronač samo rastrgane vukove, ni šarac ni tornjak se nemogu mirit sa njima.	
0	Dao Bog da im kiša padala u pola 9 😑	
0	Ajd hvala bogu da ste prestali pisat o djevojci u skrinji!	
0	zavidan si što naš ministar ima lijepe komade a ?	
1	Split grad slučaj	8
0	Digneš ga i zavežeš lastiku za gaće oko njega i teglu objesiš na to i bacaš s balkona, kako se tegla  otegne i vrati nazad ti stegneš mišić i ona se vrati gore, gurneš ju nazad! Sve dok se susjeda ne pomami i uhvati teglu ispod balkona a onda ko koga... ;) 	1
0	Stara je ona više. Trebala bi unuke pokazivat	
0	Kakav igrokaz,malo cemo se napadat pa cemo se malo ljubit,pa cemo nesto zajedno i nacrtat,samo tacna mora biti malo veca jerbo se apetit povecao,pa ako dobijemo izbore idemo ispocetka,ako ne,idu memoari iz Bruxellesa,anemija i ovisnost,kako smo ih pobijedili!	1
0	Ako se ovo može nazvati autom onda ste u pravu ali ovi je plastična kanta koja pri udaru od 50kmh ima smrtne posljedice	
0	Nisam vidio cijenu..??	7
0	:)) Želite li pronaći ženu za jednu noć? Dobrodošli na ==> www.3xDate.top	1
0	Prošle sezone kadeti Janjeva su igrali ligu u zadarskoj županiji, (uz još nekoliko klubova iz šibenske županije), većina njhovih utakmica je završavala tučom i prekidom. Iduće sezone su izbačeni.	
0	Nek se svaki političar u Hrvatskoj odrekne dio plaće i nek se ponovo pokrene il oni kaj su pokreli nek im se oduzme sve i riješen problem	
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće.Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u prvom mjeseu od ovog posla.MOgu reći da je moj život promijenjen - kompletan.

---->> WebJob33.Com"	1
0	kakvi serveri 2004 godine	
0	Dali ikad procitate sta napisete?	
0	Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće.Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u prvom mjesecu od ovog posLa.Mogu reći da je moj život promijenjen. ------&gt;&gt; www.WebJob33.Com	1
0	Lijepo nego ocel Hajduk ove godine uc u skupine EL,posto tamo nema sudaca iz HNS-a ? :))	
1	Pa disu sad oni ZATUCANI NOVINARI koji koz blagoslov pozivaju imigrante da ulaze u europu. Hah, kako kazu to su sve doktori, fizicari, kemicari... e zatucanusi moji jadan onaj koji vama daje posao u medijima....	8
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad Na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla.

-------->>>>> www.WebJob33.Com"	1
0	Znam neke žene koje su ostale trudne zahvaljujući banci sperme!	
0	"Istru su pokrali naši najbolji sinovi? Ak su to najbolji, pa kakvi su vam onda loši jbt koja patetika aj bok
"	
0	Dečko napiši joj ono što si meni pa da vidimo da li bi se i dalje htjela kresat s tobom ;)))Ali koliko je opčinjena tobom vjerujem da bi ;)))	1
0	Ne mogu bit gad i reć da frajer nije napravio neke dobre stvari za grad u svojoj vladavini, neke dobre projekte je imao..Ali nikad, al nikad mu neću oprostiti što je sahranio NK Zagreb... Izričito njegova krivica, i tu još Cibona ulazi u tu priču	1
0	HDZ-SDP prodaju populističku maglu več 28 godina a oni koje HDZ optužuje za populizam zapravo otvaraju oči tom narodu.	1
1	Dinamo bi u bundesligi bio u Top 3	8
0	Gospoda se ne naslikavaju sa Marićem i ostalim ubojicama Hrvatske. A ti se dobro zapitaj koga braniš.	
0	Ludilo totalno, no  nekako sumnjam da će ovo na malu djelovat, geni su to kako mama kaže a majke mi žao jer se vidi da je karakterna a do dubine duše poštena i čestita, čuje se o u glasu, samo ju beskrajno voli i tu je pogriješila u odgoju. Treba ju odhebat na dugo vremena i šta bude, ili će se sredit i pokajat pa se vratit puzajuč ili će ju neko ubit ili se predozirat i to je to. Šteta da se mama više nakon svega ubija u pojam s njom.	1
0	"Ovo je najbolji posao koji Google sada plaća. DoBio sam prvi mjesec od 27936 eura za rad 3 sata dnevno. Počeo sam prije četiri mjeseca i odmah sam ponio kući najmanje € 7645 do € 9264 tjedno. 

----- >>>>>> www.WebJob33.Com"	1
0	Ekipica,jutreko...Kajzer,moj stav znaš.Smatram da osim palete dragih ljudi oko sebe,varaš prvenstveno sebe ali cijenim što si iskren.Za razliku od većine licemjernih ljudova koji ovdje komentiraju.I uvijek ima onih koji ne žele prvi baciti kamen.Ili ako ga bace onda to naprave iz tunela-da ih nitko ne vidi...A tebe Zoky,ovaj put samo pozdravljam jer sam zadnji put ugrizla na prvu-nije bilo u redu.A to što nikada nisi prevario je pohvalno.Ostani takav-bez obzira kako vitar puše...Eto,iskrena kao i uvijek.Pa vi rasporedite.#;)	1
1	totalno nepovezane price,komentar isti kao i autor,totalno ali totalno gl*p	8
0	Naslov bombastičan kao i uvijek! Prva isprobala sve i svašta i sada sa 50 godina života odlučila da za nju više nema sexa prije braka, druga vjerski fanatik koji je u strahu da ne završi u paklu ako se kresne prije braka, a treća fanatična sportašica koja je zbog što boljih rezultata uzimala pitaj boga što (vjerojatno hormone ). 	
0	Tako mi i treba kada sam tvrdoglav 😂 a ti se s vjetrenjačama boriš 😜	1
0	"nema ljepše nego kada guzna uvlakačica ""Hajde Da Zajebemo"" baljezga"	5
0	Pare neke u pitanju a jos sjedi i pije kavicu..	
1	Ti mario si glup.	8
0	Ja prestao i utakmice gledat,nema smisla kad znam da me poslije cekaju strelice	
0	"pa prestanite nas više maltretirati sa homoseksualcima.... nemam ama baš ništa protiv njih ali da me smeta to teroriziranje sa tom temom, smeta me.... znači ako je ovaj lik nacrtao dva muškarca kako se ljube to bi automatski trebalo značiti ""e, hajde sad da vidimo tko će biti takav frajer da taj crtež ne pobjedi - ako ne pobjedi odmah ćemo kompletno povjerenstvo prolasiti homofobima.....  sličnu strategiju je imao Stipe Mesić kad je krao po Hrvatskoj a tko god bi se usudio postaviti pitanje ""odakle pare"" taj je bio ustaša.... koja perfidna taktika"	
0	Ajd micite vise tu kurvu sa portala	1
0	Tako bolesna i hendikepirana trebaš biti u kući da te netko ćuva a ne skitat se okolo i padat u nesvjest	
0	"Gospodja Vida je vjerojatno uplatila izvjestan iznos portalu ""24 sata"", svaki tjedan barem jedan tekst o njoj u kojem se većinom ponavlja jedno te isto. Bilo bi čudno kada bi imali objaviti šta novo jer ne radi ništa značajno pod milim bogom"	5
0	Dobar tek!	1
0	Pročitaš komentare i vidiš da je cura u pravu što želi ostati anonimna. Nenormalno ponašanje  masa, važno je njima da on igra nogomet. Vjerujem curama, a ne Nigerijcu, laže čim zine!	
0	ranije prijetio? zar nisu zene zasticenije od izglasane konvencije?	
0	"Google sada plAća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog posla.

------->>>> www.WebJob33.Com"	1
0	Svatko tko nezna trebao bi otic u Sl Brod i vidjet kakvih vozaca ima, to je katastrofa, a kruzni tok je zagonetka za vecinu, sramota kakvih vozaca bahatih ima	
0	Branitelji su vojnici koji su branili zemlju od srbočetničkog agresora amebo! Ova dvojica su obični ubojice! Uostalom zašto se svi ljevičari sada digli na zadnje noge, vi se borite za ljutska prava, zar ne?	1
0	prekrasno	
0	Mene su prisilili na sutrašnji neradni dan.	
0	qracodovce neka se tako oblaci kad ide i kod muslimanskih državnika a ne da glumi 	
0	Uefa mafija bilani ostala	
1	klauški govno udbaško	8
0	Super sretan sam zbog tebe	
0	kada je ovaj imao 23 godine, kada je tuđman bio živ?	
0	Cuj one Victorie hahahahaha iliti Viktora kako hocete	
0	I obavezno ponoviti snimanje glave magnetskom rezonancom....	
0	E moji admini, vi jednostavno ne dopuštate da se ustaše i ovi zlotvori nađu u istoj rečenici. Nikoga nisam vrijeđao, nikoga psovao, samo sam napisao istinu koja crnokošuljašima i njihovim simpatizerima jako smeta. Vi samo nastavite sa cenzurom.	
0	:)))) Želiš pronaći ženu za jednu noć? Dobrodošli na > > > www.3xDate.top	1
0	Federer .... Jordan ..... Messi	
0	pitali ga ono o čem zna,štaće ga pitat o bolnici ...	
0	LGBT ikona	
0	Uživio se baš.a ta točka ti je inače svršavanje a ljubav  ti je ono prije nego si ga stavio i kad si ga izvadio	
0	stari moj u italiji mafia cosa nostra je mala beba za rvatski hdz... koji je to kriminal braco mila... ona sredi jollyu da frkne u splitu buseve i to mu da poticaje a on njoj novi mercedes... i to na ocigled ovaca u RH	1
0	"Google sada plaća $ 17000 do $ 22000 mjesečNO za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog posla.

------->>>> www.WebJob33.Com"	1
0	E pa šta. Iživcira se i razbija reket. Ni prvi ni zadnji. Ka da je to neka vijest.	1
0	Po dokumentima je muško.kraj priče.	
0	Izgledom ili ponašanjem? 😂	
0	"Započnite dobivanje 90 $ /po satu za rad na mreži od svog doma za nekoliKO sati svaki dan.Uzmite redovne rate na tjedan po tjedan premise.Sve što trebate je računalo, web udruga i litte slobodno vrijeme.

=====>>>> www.WebJob33.Com"	1
1	Roko joj kakvi ste vi kreteni ( sto kaze Izet ) kritikujete one koji vas hrane,Da nije Dijaspore i njezine donacije Javnoj Kuhinji pojeli bi onu stvar	8
0	...Pa dajte ljudi božji budite pristojni barem sada, kada je umro naš veliki hrvatski glumac !!! Ne mogu vas razumjeti, kako možete biti tako velike neljudske živine....i tako se izražavati....kao smradovi !!!   Mirno spavaj naš bardu hrvatskog glumišta.....R. I. P.........	
0	Ime, prezime, slika spodobe i auta.	
1	Tuđman cigane! Prodao si Vukovar!	8
0	&quot;Ne naginji SI se kroz prozor.&quot; 😂😂😂	5
0	Čemu razvlačenje ove tragedije....?	
0	Nezadovoljna......	
0	Jel' ona to reklamira plasničnu kirurgiju ili proizvođače silikona?	
0	Musa beton. Ljudina ni jednu nije promasio.	
0	Kao neka Kineskinja 😁	1
0	"""jer je nekom bio život ugrožen"" - a to što su ugrozili ženu, to je OK ?"	
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam sE ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla.

------->>>>> www.WebJob33.Com"	1
0	Tolko ima love da može platiti koju hoće ,a neka se javi jadnica da je silovana.	
0	HNB je pod vanjskom kontrolom i kao takav nedodirljiv! Pa Ivan Pernar je vrišao sa sabornice da se  napravi REVIZIJA  rada  HNB-a koja nije 10 godina rađena, nitko ni trepnuo nije, valutna klauzule je isto dokaz vanjske kontrole  HNB-a! Svaka suverena država i vlast ima slobodan tečaj i manipulacijom njima prilagođava svoje ekonomske prilike tržišti na način da maximalno/optimalo posluje, mi to zbog lauzule ne možemo i zato nam propada voćarstvo, stočarstvo,mljekarstvo, kuna je za nekih 15-20% pre jaka pa je uvoz jeftiniji i samim time isplativiji, isti oni koji kontroliraju  HNB optužuju  ŽZ da želi hiperinflaciju izazvat što je glupost.	1
0	Niko je tamo samo trener. Ne određuje on koga će Bayern dovesti...	
1	Osobno nemam razumjevanja za alkoholicara, niti ih zalim, niti bih im pomogla. Sto oni mogu napraviti osobi, djeci, obitelji....a uvijek kriv netko drugi, samo je njima zivot tezak i samo bas njih nitko ne razumije......eto sreca sto se nije udala pa nitko nije nastradao zbig nje ali...ne kokiko god pokusavala nemam razumjevanja. NE.	3
0	evo ga konačno, novinari!!! jedno veliko HVALA za ovo nedjeljno jutro.	
0	Bolje se brini kad se ti premijerka postati mama,nego za Hrvatske generale	1
0	Koje glupo pitanje, uljanik ili trejdanje! Igraju ljudi za tolike pare i klubovi imaju pravo radit s njima sta oce za tolike place! 	
0	Ma slučajno. Nisu oni htjeli ali dogodilo se. Collateral damage.	
0	.....i ti vršiš nasilje kada dižeš ruku u saboru...	
0	@mudonja...... Malo ga pretjeruješ, neka mišljenja je dobro zadržati za sebe.	
1	E ajde ne seri.. Kratko i jasno orjuna&scaron;čiću dalmatinski...	8
0	"Sta ikoga briga za ove? Daj prestani nas vise filat sa svojima ""urednice""...Gledaj si to doma domile volje. U srbiji, otkuda taj splacina i jest. "	
0	Kako sila u strahu od zatvora od jednog odanog člana SDP partije učini vjernog HDZ-ovca! Ma čudo jedno!	1
0	Ovo je tetkasto.	1
1	Po&scaron;to 1h	8
0	Nije to njoj prvi samar taj dan	
0	Pomijesao si pojmove,ti znas sta znaci  narkic?Pijes alkohol?Onda si ti alkic.Ajd bok. 	
0	Bravo momci 👏👏🇭🇷	1
0	Imao je veliku privilegiju biti ružan	
0	Koja kradja!	
1	Pa 1945 Hrvati umesto da plate za svoje zlocine ulaze u Jugoslaviju kao ravnopravni... s toga nikad ni nisu naucili da je fasizam los nikad platili cenu nisu za razliku od Austrije i Nemacke koji su to dobro platili .	3
1	"Izrađujem više od 7 tisuća dolara mJesečno radeći skraćeno radno vrijeme. Čula sam da mi drugi ljudi govore koliko novca mogu zaraditi na internetu, pa sam odlučio da ga pogledam. Započela sam i promijenila svoj život.

Nju--------->>>>> www.WebJob33.Com"	8
0	Ako falsificiraju povijest što ne bi i isprave?	
0	Nisam neki fan policije ali nedavno sam pitao policajca zasto su mu poderane sluzbene cipele..odgovorio mi je da tek nakon tri god smiju dobit nove..da je trazio.ali su mu rekli kakvo je pravilo...tuzno je na cemu se stedi...moja sucut obitelji poginulog covjeka i nadam se da ce te prestati stedjeti na ljudima	
0	Ja bi ih obadvije pras...😘😍	1
0	Bolje da zabrane radikale po dzamijama koji drze govore.	1
0	Ajme, naša PreCjednica-kraljica dobila konkurenciju, barem po ljepoti. A sve ovo drugo što se pripisuje Zuzani a tiče se politike i svih problema tako istovjetnih i kod nas s kojima se želi uhvatiti u koštac, prije bih mogla pripisati Daliji nego sadašnjoj PreCjednici.	
1	Jesi oprao ..ako jesi ..neka ti ih napune tvoji partizani ...istina boli kopilad!!	8
0	sdp ....hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahhahahahahahahahahahahahahahah	
0	Jel bilo vani krvavih plahti nakon prve bračne noći ?	
0	Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla. ------>>>>> www.WebJob33.COm	1
0	"Koja je to nekad bila ekipa evropskih prvakinja; krajinovic, petika, greguric, zubko, garnusova, damichova,, i najljepsa mihoci 
😄😄😄😍"	
0	još kad bi tako brzo osudili i ostale lupeže...onog lovca nadana,ćaću ivu,gazda ivicu....niz je poduži...ovaj rekao da neće bježati a već ga nema....	
0	Živi zid je sve samo ne demokratska stranka, to je skup frustriranih ljudi koji pojma s politikom nemaju, bacaju optužbe ko petarde, sline , pljuckaju, mišljenja čitaju s mobitela i svu lovu spremaju u svoj džep, posve slično kao i Sanader .samo ne mogu toliko jer nemaju :( 	
1	Klasična sloboda govora na 24časa.rs	8
0	"GoOgle sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla.

---->>>> www.WebJob33.Com"	1
0	"Biva #opetnajljepsa 🙄🙄🙄😭🤣🤣🤣🤣🤣
"	
0	Jesi ikad gledao Alo Alo?	
0	Pod ključ žnjim!!!	
0	Ovo je članak o nogometu, a Hajduk je nogometni klub, jeli tako? Jedva ga se može nazvati nogometnim klubom, ali eto, je začudo.	1
0	I onda se netko čudi da ljudi odlaze odavde. Ja mislim da nam je birokracija jedna od najgorih u svijetu, i sva ta davanja,nameti,prirezi,porezi. Troškovi življenja ogromni, a plaća nikakva.	
0	"pa kažeš šalteruši ""molim jednu radničku kartu"", kada ona kaže cijenu i da platiš kažeš ""jbt zaboravio sam novčanik u autu, evo me za minut, pričekajte me"" i odeš"	
0	Spinazzola je dobar igrac, samo ga vi ne poznajete.	
1	Nije mi mama luzer, niti sam ja jadnik. Zamjenila si me sa duvnjakom i ostalim 'kaubojima'	8
0	"Kod nas bi rekli: ""sad je dal dreku pljusku!"""	
0	Dižemo i mi tužbu protiv Vučića	
0	Mama koja se zabavlja na zrću!!!	
0	Možda bi tebi trebalo ponavljanje povijesti, da naučiš nešto o hrvatskom grbu.	
0	Retardirani debilu	1
0	Dali ste primjetili u kojim situacijama smo ko jedno biće mi Hrvati? Kada nema politike,čak nitko od njih ništa ne očekuje,sociopati imaju u blagajni nas PDV,što je naše to je od malene i svakog ko mora svoj život dat u ruke prokletog papira! Život nema cijenu? Naravno da nema,no mi ćemo neplativo platiti-SLATKICA ĆE ŽIVJETI!!!	1
0	Google sada plaća $ 17000 do $ 22000 mJesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog posla. --------&gt;&gt;&gt;&gt;&gt; www.WebJob33.Com	1
0	Treba znati stati kada je kraj.	1
0	Taj narod kao i ovaj nema nikakvog samopostovanja.Svejedno im je.Treba hrvatima iskopcat struju,blokirat sve racune i ugasit internet pa cemo vidjeti da li imaju dostojanstva.	1
0	Dačiću pa ti si Hrvat...aloooo	
0	Bome mnogima ide na živce, ali HDZ će pomesti izbore. Oporbe niti nema u RH.	1
0	Idemo zajedno 😍	1
0	Ovo je prije utakmice..jedino ako su ostavili te majice i pune flase vode za iducu reprezentaciju.	
0	"Jucek kupio rolanu šunku Pik Vrbovec,cista voda,blato ,smece,poslat cu na analizu i provjeriti sto sam to kupio!!
Nikada vise!"	
0	"Sada lako mogu napraviti 7352 € do 8693 € tjedno radeći online od kuće. Prošli mjesec sam dobio € 29745 iz ovog jednostavnog home temelji online posao. Ovaj posao je online i vrlo je laako raditi u nepuno radno vrijeme ili puno radno vrijeme, čak i bez posebnih iskustava potrebnih za ovaj posao. Svaka osoba sada se može pridružiti ovom poslu i početi zarađivati na mreži poput mene tako da samo slijedite upute na ovom blogu...............

➤➤➤➤➤➤➤➤➤➤➤➤➤    w­w­w.W­e­b­J­o­b­9­8.C­o­m"	1
0	Hahahahahahah	
0	Zašuti i nemoj se više sramotiti. Dobar posao za nas napravili su Amerikanci jer nisu dozvolili prodaju.	
0	Vjenčanja tajna, razvodi vrlo javni 😁	
0	Kog zanima ovo? Nismo mi svi bogatuni kao ovi sto posjeduju american karticu, jedinu american koju sam vidio bila je na tvu kako onaj tip u hotelu sve placa sa njom... udri po sirotinji	
0	Pa zasto Jedvaj	
0	Ok, pretjerujete vec lagano, i ja nakon ljeta kupujem novi automobil, i jos tisuce ljudi, hocete napisati clanak o svakom od nas?	
0	Idi u Brisel kad ti je toliko drag, a Pupija si vodi kući pa se druškajte malo ... igrajte se malo .. uzmite si one dugine slikovnice, pa ponavljajte gradivo ... sve dok ga dobro ne utvrdite.	
0	A sta reci nego tko god siri mrznju prema covjeku,da on nije od Boga.Bio hrvat,bio srbin,bio bosanac a bio on jebe.. japanac.Svejedno ....Zli ljudi kojima ne treba davati paznje .	
1	slažem se , inače zagrebčanci su priseban i kulturan narod ..svako silovanje , razbojstvo , ubojstvo ...rade cigani ili bosanci a sad jadnog arsena stavili u kontekst luđaka iz zg...a to su tako miroljubivi i kulturni ljudi tako da mi u dalmaciji 2 mj. samo za njima čistimo govna nakon što operu purgrske guzice i ostave šporke pelene i šprice po parkovima...ahh ta bečka skula...	8
0	"Google sada plaća $ 15000 do $ 30000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam 8524 dolara u prvom tjednu od ovog posla. Jednostavan i jednostavan posao i njegova zarada je ogromna. Trebali biste pokušati sada da biste dobili ovaj posao i početi zarađivati novac online by slijedite upute na ovom blogu… ..

=========>>>>>>>>>>    w­w­w.W­e­b­J­o­b­9­9­.C­o­m"	5
0	Kako laze...jadni ljudi koji ostanu	
0	možda nije platila pdv?	
0	"Morate dobiti novac online iz dnevnog boravka tako što ćete oBAviti jednostavan posao s vašom radnom stanicom za nekoliko sati dnevno, dobiti sat po satu i dobiti naknadu svaki tjedan dok odabirete radnu rutinu.

------->>>>   www.WebJob33.Com"	1
0	Bas si pametan	
1	Policijo dobro mu rebra naravnajte i malo ga centrirajte,tako da mu vi&scaron;e nikada ne padne na pamet da ih prstom takne	3
0	Moja najdraza srpkinja Seve :P	1
0	Da nemaju nafte bili bi gori od nas.	
0	zna li netko kontakt adresu?	
0	Novinarstvo je na meti HDZ elite. Teško je pisati realno, istinito u ovo vrijeme. Znamo, na što su sve spremni ti plačenici, samo da ostanu na vlasti i da se nedaj bože otkriva korupcija u kojoj su vješti mahinatori. Nekako se moraju ujediniti u svojim pravima i javno istupati. Zar nam je potrebna revolucija, pa da se riješimo lopovluka i korupirana sudstva??? Žalosno na kakvim temeljima počiva ljepa naša...	
0	Opet neckerman diploma novinarstva.......Spixova ara se sasvim fino brojčano oporavlja .....čak je pušteno natrag u divljinu 50-60 ptica uzgojenih u volijerama. Ne lupat bez veze	5
0	"Vidim zvonko da ni ti nisi gramatički bezgrešan, ali važno da si se napravio ""pametan"";)"	
0	Kaže novinar da tom prometnom stručnjaku nisu rekli čiji je motor!??? Znači... da su rekli ovaj bi reko da je motor propisno parkiran! ..,....aha ha ha ha ha ha ha... neš ti naših prometnih stručnjaka!!! 	
